"lic_wml","lic_name","lic_site","lic_epr","pas_permit","lic_othid"
37006,"E T C Sawmills Ltd","E T C Sawmills","PP3194FD",,"A25/30/SL/21"
37108,"United Utilities Water Plc","Huntington Water Treatment Works","HP3294FN",,60382
40003,"Waste Recycling Group Ltd","Judkins Landfill Phase 3","AP3294SD",,40003
40004,"Gloria Fallows","Fallows - Booths Farm Landfill Site","PP3192FV",,40004
40028,"Heath                    John","John Heath - Park Hall Farm Landfill Site","SP3492FB",,40028
40039,"Tarmac Aggregates Limited","Whitemoor Haye Landfill","LP3592FD",,40039
40047,"Aggregate Industries U K Ltd","Aggregate Industries - Newbold Quarry","MP3092FF",,40047
40059,"J P E ( Holdings) Limited","Shire Oak Quarry","AB3100UQ",,40059
40704,"Armitage Ware Ltd","Armitage Ware - Rugeley Landfill Site","PP3196FP",,"8E770008"
40710,"Henry Venables Ltd","Henry Venables Doxey Road Landfill Site","BP3396FN",,"4E770025"
40712,"Sons Ltd","Sons - Brownhills Tileries Landfill Site","BP3096FK",,"3E770027"
40715,"Newport Lane Estates Limited","Midwinter Tip","EB3500ML",,"3D770033"
40716,"J P E ( Holdings) Limited","Willenhall Lane Landfill Site","BP3896FP",,"SL0003"
40740,"R M C Logistics Western Limited","Hopwas Quarry","SP3896FW",,"8A770094"
40741,"Forterra Building Products Limited","Measham Landfill Site","CB3408HH",,"SLL000045"
40752,"R M C Logistics Western Ltd","C E M E X - Weeford Quarry","SP3196FL",,"8A770113"
40803,"Rhodia Limited","Rattlechain Lagoon","BB3205TF",,"SL0031"
40820,"Apollo Sports Technologies Ltd","Apollo Sports - Paddock Works","MP3596FU",,"SL0137"
40836,"Aggregates Ltd","Douglas - Newbold Gravel Pit","MP3696FG",,"5A780144"
40919,"Rover Group Ltd","Rover Group - Lode Lane Landfill Site","UP3096FL",,"SL0162"
41005,"Staffordshire County Council","Staffordshire C C - Crackley Gates Landfill Site","UP3996FY",,"2D800179"
41011,"Lichfield District Council","Lichfield D C  Christian Fields Landfill Site","UP3596FZ",,"8A800190"
41013,"West Midlands Zoological Society Ltd","Dudley Zoo - The Bearpit","UP3896FR",,"SL0331"
41020,"Staffordshire County Council","Staffordshire C C  Bemersley Landfill Site","UP3496FF",,"1F800193"
41021,"Severn Trent Water Ltd","S T W - Ray Hall Reclamation Works","UP3296FG",,"SL0352"
41108,"R M Douglas Construction Ltd","R M Douglas - Stubbers Green Road Landfill Site","UP3696FE",,"SL0346"
41112,"Bilston Skip Hire Ltd","Brindley Asphalt - Pennymore Hay Farm Landfill Site","UP3196FU",,"6A810203"
41205,"Severn Trent Water Ltd","S T W - Foxyards Landfill Site","XP3596FV",,"SL0380"
41302,"Holmes                   Mr A C","Holmes - Brookside Farm Landfill Site","XP3696FA",,"6A830230"
41406,"Stafford Borough Council","Staffordshire C C - Hopton Railway Cutting","GP3896FU",,"4D840243"
41420,"British Steel Corporation  Ltd","Corus - Shelton Steelworks","GP3196FE",,"3E840253"
41421,"H Transport Ltd","H Transport - Blackflatts Farm","GP3796FL",,"8D840259"
41517,"Challinor                Mr B J","Challinor - Within Lane Landfill Site","KP3196FR",,"4A850273"
41520,"City Of Stoke On Trent","City Of Stoke On Trent - Newford Valley","KP3796FG",,"3F850278"
41601,"H Transport","H - Colton Hall Farm Landfill Site","TP3096FS",,"8A860284"
41602,"A R - Pack Ltd","Griff No 2 Landfill Site","TP3996FD",,"SLW0262"
41603,"Biffa Waste Services Ltd","Biffa - Newstead Landfill Site","TP3596FC",,"3D860292"
41703,"Roarty                   Mr H J","Roarty - Tanworth Lane Farm Landfill Site","TP3296FX",,"SL0542"
41713,"Smith Group Plc","Gallows Lane Landfill","TP3796FV",,"SLL000019"
41816,"Harworth Estates Investments Limited","Nadins Landfill Site","AB3501GR",,"SLD00LS24"
41818,"Derbyshire County Council","Derbyshire C C - Birchwood Quarry","HP3196FV",,"SLD00LS26"
41903,"Aggregates Ltd","Newbold Quarry","FP3396FA",,"5A890319"
42000,"Biffa Waste Services Ltd","Biffa  Dosthill Landfill Site","FP3596FJ",,"9F970621"
42003,"Jeffery                  Mr C P","Jeffery - Swinholm Farm Lagoon","FP3496FD",,"SLD00TN01"
42017,"Peters                   P W","Peters - Whitby Riding Stables","CP3896FB",,"SL0889"
42116,"Sons Limited","Sons Limited - Chatterley Quarry","ZP3696FD",,"2A910356"
42124,"Tarmac Aggregates Limited","Alrewas Quarry ( Phase 1 )","NP3496FM",,"8A910359"
42149,"R M C Aggregates Western Ltd","C E M E X  Coleshill Quarry","VP3396FH",,"SLW0421"
42161,"Waste Recycling Group ( Central ) Ltd","Judkins Landfill Site","AP3296LW",,"SLW0424"
42162,"Leicestershire County Council","Leicestershire C C - Church Road Landfill Site","VP3796FA",,"SLL000251"
42205,"Mark Smith Transport","Mark Smith Transport  Dunstall Pool","DP3096FH",,"8A920410"
42220,"Tarmac Trading Limited","Ibstock Brick - Redhurst Quarry","YP3096FG",,"6G920422"
42240,"Boydon                   Mr C","Boydon - The Old Mineral Line","JP3596FS",,"6A920439"
42291,"Mintworth Quays Ltd","Mintworth Quays - Rattlechain Tip","BP3491FX",,"SL0947"
42294,"Edwards                  Mr Peter","Chelson Properties - Dividy Road Landfill Site","BP3691FH",,"3D920465"
42309,"Weaver                   Mr J W","Weaver - Lavender Hall Farm Landfill Site","SP3291FR",,"SL1017"
42313,"Tarmac Central Ltd","Tarmac - Kevin Quarry","SP3791FU",,"5A930478"
42331,"British Waterways","B W B - Fishley Lane Landfill Site","LP3791FJ",,"SL1035"
42344,"Cleansing Service Group Limited","C S G - Wyrley Grove Landfill","MP3791FQ",,"7F930500"
42351,"Staffordshire County Council","Staffordshire C C - Fowlchurch Landfill Site","UP3491FB",,"1F930521"
42355,"Poplars Resource Management Company Ltd","Biffa - Marchington Landfill Site","UP3791FG",,"5F930508"
42359,"Poplars Resource Management Company Ltd","Biffa  Poplars Landfill Site","XP3591FX",,"7F930506"
42367,"Wolverhampton City Council","Bowmans Harbour","CP3799SA",,"SL1224"
42395,"Environment Agency","E A - Lea Marston Purification Lakes","TP3891FK",,"SLW0468"
42400,"Mr P Gallimore","P - Dilhorne Lane Landfill Site","TP3191FA",,"1A930536"
42402,"Canal And River Trust","Blue Button Landfill Site","HP3391FH",,"SL1118"
42416,"Cory Environmental ( Central ) Ltd","Cory - Leabrook Repository","HP3691FV",,"SL1230"
42422,"Dawkes                   R","Dawkes - Hundred Acre Farm Landfill Site","FP3091FS",,"4A930541"
42466,"New Haden Metals Ltd","New Haden Metals - Oakhill Landfill Site","ZP3191FP",,"1A930558"
42492,"Gloria Fallows","Fallows - Booths Farm Landfill Site","EP3891FW",,"1A930562"
42498,"Heath                    John","John Heath - Park Hall Farm Landfill Site","EP3691FZ",,"1A940565"
42506,"Hanson Quarry Products Europe Ltd","Hanson Coneybury Farm Landfill Site","VP3891FH",,"8A970620"
42565,"Derbyshire Waste Ltd","Bretby 2 Landfill Site","DP3791FN",,"SLD00LS51"
42611,"Forterra Building Products Limited","Heather Brickworks","CB3408FK",,"SLL000380"
42652,"Hepworth Building Products Services Ltd","Hepworth Building Products - Woodville Works","UP3397FF",,"SLL000096"
42656,"Derbyshire Waste Ltd","Bretby No 1 Landfill Site","UP3597FE",,"SLD00LS49"
42660,"Wolverhampton City Council","Bowmans Harbour","CP3890LR",,"SL2019"
42662,"Peak Waste Recycling Ltd","Peak Waste Recycling Ltd","UP3297FT",,"SLD000LB52"
42708,"Dudley Metropolitan Borough Council","Dudley M B C - Castlegate Landfill Site","XP3897FP",,"SL2027"
42713,"Hanson Quarry Products Europe Ltd","Hanson Middleton Hall Pit","XP3197FH",,"8A950592"
42800,"Tarmac Aggregates Limited","Alrewas Quarry","XP3797FJ",,"8D980626"
42814,"Biffa Waste Services Ltd","Biffa - Saredon Hill Quarry","GP3197FW",,"B/96/0221/6/D"
42901,"R M C Aggregates Western Ltd","Aldridge Quarry - Inert Waste Landfill Site","KP3397FB",,"BS6998IA"
43012,"F C C Recycling ( U K ) Limited","Carlton Forest Landfill","TP3297FK",,43012
43017,"J F Ashton","Butterley Brickworks Quarry","HP3097FV",,"LR19"
43019,"F C C Recycling ( U K ) Limited","Burntstump Landfill Site","HP3597FS",,"7/88/113/54SE"
43021,"Biffa Waste Services Ltd","Bestwood Landfill","HP3497FP",,"7/88/194/54NE"
43022,"British Sugar Plc","Newark Sugar Factory","HP3297FD",,"3/87/185/75NE"
43034,"J M Lee","Coneygre Farm","FP3197FV",,"3/91/246/74NW"
43054,"British Sugar Plc","Newark Sugar Factory","ZP3897FS",,"3/77/038/75NE"
43055,"F C C Recycling ( U K ) Limited","Fiskerton Landfill Site","ZP3497FA",,"3/92/117/75SW"
43061,"Trent Concrete Ltd","Trent Concrete","NP3097FJ",,"7/96/462/64SW"
43085,"D P Bennett Ltd","Land Off A614","VP3997FP",,"WD20 D695"
43086,"Bawtry Carbon International Limited","Bawtry Carbon International Ltd","BB3104MP",,"WD20D536"
43087,"Spencer                  Mr R","Tipping Services Construction Ltd","VP3897FJ",,"WD20D354"
43088,"Biffa Waste Services Ltd","Finningley Landfill Site","VP3497FN",,"WD20D109"
43095,"Chemicals Ltd","Brigg Road","WP3097FG",,"55/19/745"
43097,"British Steel Limited","Crosby Warren Landfill","DB3103KJ",,"55/19/146"
43098,"Goodwyn Ltd","Goodwin Ltd","WP3897FQ",,"55/19/100"
43111,"British Waterways Board","West Bank Of River Trent British Waterways","AP3297FZ",,"1/92/289/88SW"
43113,"Grantham Bros Limited","Tudworth Landfill","AP3197FF",,"WD20 D963"
43114,"Higgins Group","Higgins Landfill Finningley","AP3797FQ",,"WD20 D436"
43115,"Brownbridge              D G","Old Bank Farm Landfill  D G Brownbridge","RP3397FK",,"WD20D1098"
43125,"Industrial Chemicals Limited","Scunthorpe Tar Distillery","EB3106XA",,"55/19/162"
43136,"Bawtry Carbon International Limited","Bawtry Carbon International Ltd","BB3130TG",,"WD20D717"
43144,"E D F Energy ( Cottam Power) Limited","Rampton Gravel Pit","YP3897FB",,"1/91/241/87NW"
43145,"T X U Europe Merchant Generation Ltd","Girton Quarry","YP3497FW",,"3/95/450/86NW"
43146,"Hewitt                   Mr J C","J C Hewitt Landfill Inert","YP3297FZ",,"L185"
43147,"Onward Holdings Ltd","Bessemer Way Landfill","YP3697FY",,"L320"
43148,"Cottam Power Limited","Rampton Gravel Pit Ash Lagoon No 1","YP3197FF",,"1/96/461/87NW"
43153,"Midland Land Reclamation Ltd","Sutton Quarry Landfill Site","JP3597FM",,"4/94/451/55NW"
43159,"Kiveton Park Steel Limited","Kiveton Park Steel Limited","JP3697FX",,"WD20R344"
43163,"Nal Plant Ltd","Disused Railway Cutting","QP3097FB",,"SLD00LE10"
43164,"Contractors Ltd","Leen Valley Branch Line Landfill","QP3997FR",,"SLD00LS60"
43165,"Son ( Hauliers) Ltd","Lords Wood Quarry Landfill","QP3597FF",,"1/88/001/69SW"
43166,"Waste Recycling Group Ltd","Daneshill Landfill Site","QP3897FW",,"1/92/112/68NE"
43170,"J Shaw Browne","Cavendish Lodge Farm","QP3197FL",,"3/77/057/56SE"
43175,"T X U Europe Merchant Generation Ltd","Girton Quarry Site","PP3593CQ",,"3/91/233/86NW"
43180,"Midland Landfill Ltd","Vale Road Quarry","PP3193CE",,"2/94/402/56SW"
43183,"Mansfield Skip Hire Ltd","Rufford Colliery Complex","BP3093CQ",,"3/92/274/56SE"
43191,"Gravel Co Ltd","Scrooby Quarry","BP3193CB",,"1/89/207/68NE"
43192,"Hallam ( Ranskill ) Limited","Hallam","BP3793CZ",,"1/91/250/68NE"
43196,"F C C Recycling ( U K ) Limited","Carlton Forest Quarry","SP3593CS",,"1/88/170/68SW"
43204,"Tarmac Aggregates Limited","Harrycroft Landfill Site","SP3793CX",,"WD20/R793"
43210,"Derbyshire Waste Ltd","Calton Hill Landfill","LP3893CB",,"LB06"
43212,"Walker Minerals Bradwell Ltd","Outland Head Quarry","LP3293CZ",,"LB83"
43218,"Derbyshire Aggregates Ltd","Derbyshire Aggregates Ltd","MP3993CM",,"LM01"
43219,"Slinter Mining Company Ltd","Tearsall Farm Site","MP3593CD",,"LM25"
43221,"Broardbent               Margaret","White Rake","MP3493CA",,"LT15"
43225,"Darfish Ltd","Export Drive","MP3793CP",,"4/81/114/45NE"
43226,"S A R P  U K Limited","Lumshill Quarry","UP3393CP",,"LM40"
43227,"F C C Recycling ( U K ) Limited","Sutton Landfill Site","AP3290LU",,"4/92/132/45NE"
43230,"D S F Refractories Ltd","Friden Pit","UP3593CM",,"LH12"
43231,"Greener Fuels Ltd","Coxbench Quarry Landfill","FP3391SY",,"LH07"
43232,"Rolls Royce Plc","Hilts Quarry Landfill","UP3493CS",,"LC03"
43235,"Hope Construction Materials Limited","Hope Cement Works","BB3800LU",,"LH39"
43236,"Exchem Explosives Limited","Exchem Explosives Limited","UP3793CK",,"LA04"
43244,"G F T Derby Limited","Hilton Borrow Pit Landfill","XP3293CB",,"LH11"
43248,"Midland Land Reclamation Ltd","Lount Landfill Site","GP3393CH",,"0316/3"
43251,"Tarmac Aggregates Limited","Derby Quarry","GP3593CN",,"LB45"
43256,"Biffa Waste Services Ltd","Elvaston Quarry","GP3693CV",,"LS50"
43270,"Acetate Products Limited","Megaloughton Lane Landfill Site","TP3393CQ",,"LD18"
43271,"Tarmac Aggregates Ltd","Chaddesden Sidings Landfill","TP3093CW",,"LD01"
43273,"Sons Ltd","Sons Ltd  Ford Lane","TP3593CL",,"LL03"
43276,"Derby City Council","Pride Park Waste Repository","TP3293CY",,"LD03"
43281,"Veolia E S Cleanaway ( U K ) Ltd","Veolia Es Cleanaway ( U K ) Limited - Mountsorrel Quarry","HP3393CF",,"SLL000027"
43282,"Midland Land Reclamation Ltd","Bescaby Landfill Site","HP3093CU",,"SLL00005"
43286,"Charnwood Forest Brick Ltd","Shepshed Landfill Site","HP3493CZ",,"SLL000159"
43294,"William Davis And Company ( Loughborough) Ltd","Beacon Road Landfill Site","FP3993CY",,"SLL000099"
43296,"Cemex U K Logistics Ltd","Cossington Landfill","FP3893CR",,"SLL000153"
43298,"Gravel  (1972)  Ltd","Sandfield Quarry","FP3293CG",,"SLL000066"
43321,"Gravel Limited","Huncote Quarry","ZP3793CZ",,"SLL000094"
43331,"F E Downes Ltd","F E Downes Ltd","NP3693CQ",,"SLL000193"
43353,"A T Contracting And Plant Hire Ltd","Dunton Bassett Landfill Site","DB3705CX",,"SLL000098"
43366,"Midland Land Reclamation Ltd","Enderby Warren","AP3993CV",,"SLL000105"
43372,"Shirleys Skip Hire","Frolesworth Road","AP3193CP",,"SLL000166"
43374,"Suez Recycling And Recovery U K Ltd","Narborough Landfill Site","CB3303KB",,"SLL000117"
43397,"Forterra Building Products Ltd","Somercotes","CB3408KZ",,"SLD00LS20"
43398,"Amber Valley Borough Council","Old Coppice Side","YP3593CK",,"SLD00LS73"
43405,"Biffa Waste Services Ltd","Bramcote Quarry Landfill","JP3393CZ",,"5/89/183/53NW"
43410,"Saint Gobain Construction Products U K Limited","Staple Opencast Mine","DP3191EB",,"3/92/305/84NW"
43412,"British Waterways","British Waterways","JP3693CR",,"1/93/330/68SE"
43413,"Birse Construction Limited","Lindleys Lane","JP3193CT",,"4/94/373/55NW"
43418,"Shanks Waste Management Limited","Bunny Landfill","DB3809HY",,"8/95/452/52NE"
43420,"Uniper Uk Limited","Winking Hill  Gypsum Disposal Site","DB3307LF",,"8/93/356/52NW"
43421,"Co Ltd","Land At Bowbridge Lane Balderton Newark","QP3293CA",,"3/93/315/85SW"
43435,"F C C Recycling ( U K ) Limited","Barnstone Landfill Site","PP3690CR",,"8/92/027/73SW"
43436,"St Gobain Pipelines Plc","Grove Farm Tip","PP3190CT",,"SLDOOLS16"
43440,"Waste Recycling Ltd","Staple Quarry Landfill Site","BP3090CW",,"3/92/304/84NW"
43442,"Barrow                   L A","Bassingfield Gravel Pit ( Disused)","BP3990CF",,"8/77/70/63NW"
43460,"Brookes Haulage Ltd","Carr Lane Landfill","SP3190CC",,43460
43463,"British Sugar Plc","British Sugar Borrow Pits","LP3090CL",,43463
43466,"Hewitt                   John Edward","Lea Road Landfill","LP3590CZ",,43466
43478,"Statham                  G W","Brickyard Farm Lums Hill","MP3390CH",,"LM30"
43481,"Sidebottom               Ronald","Shuttle Rake","MP3990CJ",,"LB 88"
43482,"Tarmac Aggregates Limited","Meadow Lane Quarry","MP3590CN",,43482
43490,"Brown                    Dennis","Moor Farm","MP3690CV",,43490
43497,"Innes Lee Industries Ltd","Ibstock Building Products","UP3590CJ",,"55/19/7/2"
43502,"Waste Recycling Ltd","Dorket Head Landfill","UP3690CP",,43502
43564,"Derby City Council","Pride Park Repository","HP3890CE",,"BK6572"
43565,"E D F Energy ( Cottam Power) Limited","Rampton Lagoons","BS5835IL",,"BS5835"
43566,"Gravel Limited","Huncote Quarry","HP3290CL",,"BT0022IB"
43567,"Hanson Quarry Products Europe Ltd","Shardlow Landfill","HP3690CF",,"BT0219IA"
43569,"B D R Waste Disposal Ltd","Thurcroft","HP3790CZ",,"BS6939"
43703,"Waste Recycling Group Ltd","Dorket Head Landfill","DP3590CU",,"VP3030MW"
43704,"Waste Recycling Group Ltd","Bradgate Landfill","DP3890CF",,43704
43762,"Serlby Quarry Limited","Serlby Landfill","QP3290CC",,"AP3330MS"
43765,"W C L Quarries Limited","Cranebrook Quarry Landfill","AP3636MD",,"AP3636MD"
46010,"Bayer U K Ltd","Bayer Uk Ltd - Landfill Stoke Works","PP3699CZ",,105117
46011,"R M C Logistics Western Limited","C E M E X - Shepley Quarry  Landfill","PP3199CL",,105145
46013,"Brian Hill Quarries Ltd","Mill Farm Sandpit Landfill  ( Pinches 2)","PP3799CE",,105155
46016,"Veolia E S Cleanaway ( U K ) Ltd","Veolia E S Cleanaway ( U K) Limited","BP3999CU",,105164
46020,"Mc Ewan Ltd","Penny Hill Quarry Landfill","BP3299CE",,105406
46032,"Cleanaway Ltd","Stourhill Quarry Landfill","SP3699CV",,105906
46033,"Talbot                   Mr D","Summerway Landfill","SP3199CX",,105907
46034,"P W M Estates Limited","Lye Forge Landfill","AB3904GT",,105910
46036,"Hills ( West Midlands ) Ltd","Lickhill Quarry Landfill","LP3099CY",,105918
46038,"Hills ( West Midlands ) Ltd","Brant Farm Landfill","LP3599CG",,105922
46039,"Beadsworth     Mr   A  H","Doddingtree Farm Landfill","LP3899CZ",,105926
46052,"Dudley Drop Forgings Ltd","Dudley Drop Forgings Ltd Landfill","MP3699CH",,"SL277"
46053,"Shaw Brothers Ltd","Shaw Brothers Landfill","MP3199CP",,"SL278"
46055,"Shakespeare              B","Landfill At Rear Of Moonraker House","UP3399CC",,"SL424"
46058,"Drawisle Ltd","Drawisle Ltd Landfill","UP3099CX",,"SL569"
46133,"Hanson Waste Management Ltd","Hanson ( W R G ) Landfill","CP3499CD",,"6E/77/29"
46134,"Seisdon U K Ltd","Seisdon Landfill Site","CP3299CV",,"6D/770/030"
46136,"Hill  Mr Brian, Mr Brian Carl Hill And Mr Wayne Stuart Hill","Blackhills Quarry Landfill","CP3199CN",,"6D/770/112"
46138,"Sons ( Contractors ) Ltd","Enville Road Sand Quarry Landfill","ZP3399CW",,"6A/790/155"
46139,"Biffa Waste Services Ltd","Stewponey Landfill","ZP3099CF",,"6/D/81/0199"
46143,"Severn Trent Water Ltd","Severn Trent Water Ltd Screenings Tip Landfill","ZP3599CY",,"6D/920/412"
46147,"Owen                     Mr S","High Down Quarry Landfill","ZP3699CQ",,"6A/93/560"
46148,"Biffa Waste Services Ltd","Himley Wood Landfill","ZP3199CZ",,"6G/96/612"
46149,"Biffa Waste Services Ltd","Himley Wood Landfill  Phase 3d","ZP3799CB",,
46155,"Biffa Waste Services Ltd","Stewponey Landfill Site","NP3499CG",,
47002,"Challinor                Mr B J","B J Challinor, Landfill","AP3499CA",,"4/A/92/443"
47005,"Ariort Ltd","Upper Whittimere Quarry, Landfill","AP3199CC",,"6A/920/408"
47006,"Uniper Uk Limited","Devil's Dingle Landfill","DB3307HG",,"A25/30/SL7"
47007,"British Sugar Plc","British Sugar Plc Landfill","RP3399CT",,"A25/30/SL9"
47011,"Wrekin Council","Wrekin Council Landfill","RP3599CZ",,"A25/30/SL81"
47013,"Onyx Leigh Environmental Ltd","Coalmoor Landfill Site","RP3899CR",,"A25/30/SL96"
47017,"Deeley                   Mr T","Silvertrees Landfill","RP3199CU",,"A25/30/SL107"
47025,"Wellings Ltd","Wellings Ltd Landfill","DP3299CW",,"A25/30/SL147"
47043,"Clegg                    Mr P","Preeshenlle Landfill Site","JP3899CF",,"A25/30/SL208"
47051,"Shropshire Waste Management Ltd","Aldon Landfill Site","QP3999CD",,"A25/30/SL218"
47052,"Shropshire Waste Management Ltd","Heathgates Landfill Site","QP3599CC",,"A25/30/SL219"
47053,"Shropshire Waste Management Ltd","Barnsley Lane Landfill Site (de-conditioned)","QP3899CA",,"A25/30/SL220"
47055,"Shropshire Waste Management Ltd","Granville Transfer And Treatment Facility","QP3299CX",,"A25/30/SL222"
47061,"Evason                   Mr Charles Richard","Dorrington Sand Quarry Landfill","PP3995CF",,"A25/30/SL248"
47108,"Saint- Gobain Construction Products ( U K ) Limited","Saint Gobain Pipelines Plc","EB3005UF",,
47171,"Shropshire Waste Management Ltd","Granville / Woodhouse Landfill ( P P C Permit B U 71031 C )","GP3795CJ",,"BU71031C"
47173,"Shropshire Waste Management Ltd","Barnsley Lane L/fill ( P P C Permit B U 5992 I T ) Shropshire","KP3095CC",,"BU5992IT"
47190,"Michelmersh Brick U K Ltd","New Acres Landfill Site","TP3995CE",,"KP3731SM"
47195,"Edwin Richards Landfill ( P P C Permit No. B U 0834 I P )","Edwin Richards Landfill ( P P C Permit No B U 0834 I P )","TP3695CT",,"BU0834IP"
47197,"E On U K Plc","Ironbridge B Power Station","TP3795CF",,"LP3736SE"
48007,"Clutterbuck              C J","Standle Farm Landfill Site","HP3295CZ",,"016/128"
48012,"Severn Trent Water Ltd","Hawkwell Shaft Landfill Site","FP3095CG",,"025/118"
48013,"J D Norman Lydney Ltd","Tutnalls","BB3109MH",,"031/074"
48018,"Hogarth                  Mr Terrence","Drymeadow Farm Landfill Site","FP3695CR",,"043/270"
48019,"Hancock                  Mr","Dorn Fields Landfill Site","FP3195CT",,"044/278"
48020,"Russell                  Mr C S","Walton Hill Farm","FP3795CY",,"054/317"
48022,"W R Haines ( Leaslow Farms) Limited","Cotstone Quarry Landfill Site","CP3095CM",,"056/171"
48024,"Evans                    Mr Michael  John","Cotswold Skip Hire","CP3995CJ",,"063/332"
48027,"Capaldi Plant Hire Ltd","Brook Villa Farm Landfill Site","CP3495CC",,"066/335"
48047,"Viridor Waste Management Ltd","Woolgaston Farm","NP3995CT",,"121/432"
48050,"John Jones ( Excavation) Limited","Brockworth Bypass","DP3898LC",,"142/425"
48089,"Lafarge Redland Aggregates Ltd","Cotesbach Landfill Site","AP3095CS",,"BK1449"
48090,"Biffa Waste Services Ltd","Welford Quarry   Biffa","AP3995CD",,"D15"
48092,"Biffa Waste Services Ltd","Welford Quarry Landfill","AP3895CA",,"D52"
48096,"Galliford Midlands","Daventry Rail Freight Terminal","AP3195CM",,"D84"
48100,"Tarmac Aggregates Limited","Frog Hall Landfill Site","RP3995CZ",,363
48101,"C E M E X U K Cement Limited","Southam Landfill","DB3802FU",,396
48103,"Severn Trent Water Ltd","Rock Farm Landfill Site","RP3495CL",,420
48104,"Tarmac Aggregates Limited","Ryton Wood 4 Landfill","RP3295CQ",,426
48107,"Hardwick                 D","Sandy Lane Landfill","RP3795CT",,444
48118,"Smiths Concrete Ltd","Glebe Farm Landfill","YP3395CK",,481
48119,"Western Aggregates Ltd","Marsh Farm Landfill","YP3095CS",,482
48124,"Mr Robert Henry Bosworth White","Kingston Grange Farm Landfill","YP3295CX",,494
48165,"Mercia Waste Management Ltd","Moor Landfill Site","BP3498CW",,"1.058.30"
48166,"Birse Construction Limited","Strensham W T W","BP3298CZ",,"1.058.33"
48183,"Burford H, Burford M S, Burford M T And Burford M P","Burfords, Watermead Meadow","LP3398CB",,
48185,"Smith                    Alan Robin","The Perry Way Landfill","LP3998CZ",,
48188,"Howells                  Michael W","Colethrop Court Farm Landfill","LP3498CL",,"049/311"
48192,"White Mr R And White Mr R White","Kingston Grange Farm Landfill","LP3798CT",,428
48277,"Cory Environmental ( Gloucestershire ) Ltd","Wingmoor Farm Landfill ( Ppc Permit  Sp3035sx )","HP3498CQ",,"PPC dummy code"
48278,"Severn Waste Services Ltd","Landfill Site At Throckmorton Rd ( Permit Permit Zp3933ld )","HP3298CR",,"ZP3933LD"
48279,"R M C Environmental Services Ltd","Frampton Landfill ( Ppc Permit Bk3166ip )","HP3698CL",,
50071,"Mrs Susan Elizabeth Lea","Sleepy Meadow Pet Cemetery","VP3598CE",,50071
50400,"3 C Waste Ltd","Maw Green Landfill Permit","EP3794CA",,"BS7722ID"
50468,"C-cyclers Recyclers Ltd","Berks Quarry","CB3038RE",,50468
50470,"Churchill Enviro Ltd","Woolston Deposit Ground","YP3794CN",,50470
50490,"C ) Ltd","Southworth Quarry Landfill P P C","QP3994CH",,"XP3334SE"
50535,"British Salt Limited","Hilltop Farm Brinefield","LP3092CG",,"WP3732S"
50536,"Ineos Enterprises Limited","Holford Brinefield Landfill Site","LP3992CB",,"XP3934SL"
53425,"Bethell Construction Ltd","Bethell Construction Landfill Site","AP3798LG",,89
53439,"Unilever Uk Ltd","Wharf Street Landfill Site","UP3392CJ",,"30012/M02"
53470,"Brock Plc","Sandy Lane Landfill Site","KP3092CX",,"60326A"
53477,"Dew Construction Ltd","Meek Street Landfill Site","KP3692CA",,"01008/M02"
53505,"Biffa Waste Services Ltd","Tenement Lane Landfill Site","FP3992CR",,"80045/M03"
53526,"Manchester Airport Plc","Former Borrow Pit Site","ZP3992CE",,"61571/M05/T01"
53533,"P Casey Enviro Ltd","Arden Quarry Landfill","CP3392LZ",,"40006/M01"
53542,"U K Waste Management Ltd","Holiday Moss Landfill Site","NP3492CW",,"30006/M02"
53545,"3 C Waste Ltd","Danes Moss Landfill Site","AP3296SP",,"60511/M05"
53552,"Suez Recycling And Recovery Lancashire Ltd","Rakehead Lane Landfill Site","EP3992CA",,"20482/M08"
53554,"U K Waste Management Ltd","Bromborough Dock North Landfill Site","EP3892CV",,"30335/M02"
53558,"N S R Ltd","Greenside Farm Landfill Site","EP3692CC",,"01110/M02"
53562,"Gaskell Bros Ltd","Southworth Quarry Landfill Site","VP3092CW",,"60311/M01"
53568,"Chartrange Landscaping Ltd","Woodend Farm Landfill Site","VP3692CU",,1160
53571,"Boothby                  R","Hazel Knoll Farm Inert Landfill Site","WP3392CP",,"00252/M04"
53572,"Polymers Ltd","Weston Marsh Lagoons","WP3092CA",,"60532/M02"
53573,"David Willis","D J Willis","WP3992CC",,"61798/M02"
53584,"Brock Plc","Hapsford Landfill Site","AP3592CX",,"60348A/M03"
53624,"Magnesium Elektron Ltd","Lumns Lane Landfill Site","YP3792CH",,"00010/M06/T02"
53625,"Gravel Ltd","Gravel Landfill Site","JP3392CF",,"00730/M01"
53632,"Mason                    R J","R J Mason Inert Landfill","JP3692CW",,30325
53637,"Brooks                   J E","Green Farm Landfill Site","QP3092CC",,"61624/M02"
53646,"Merseyside Waste Disposal Authority","Billinge Hill Quarry Landfill Site","PP3396CB",,"30427/M03/T01"
53647,"Kaberry Homes Limited","Prettywood Easterly Extension Landfill Site","PP3096CR",,690
53648,"Landfill Management Ltd","Amberswood Landfill Site","PP3996CZ",,"00432/M06/T01"
53651,"U K Waste Management Ltd","Chadderton Landfill Site","PP3496CL",,"00570/M05/T01"
53658,"Urban Springside Ltd","Springside Mills Landfill Site","CB3508MW",,20023
